data,stayingpower,texture,smell,price,others,colour,shipping,packing
"Son mịn màu đẹp còn lại thơm mùi chocolate nữa, sẽ ủng hộ shop nhiều🥰",,positive,positive,,,positive,,
Son đẹp wá trời lun á mùi ngửi kĩ thấy thoang thoảng giống vị quả cam Chất son mềm mịn,,positive,positive,,,,,
Nên mua nha mn màu xinh lắm :3,,,,,,positive,,
"Mình có sẵn các loại belt này, ai cần ib mình hoặc đr ig: gem.2handstore nhoé :>> 
Chất son lì sờ rất thích và rất nhẹ môi, thỏi hơi nhẹ tay và cảm giác hơi ít nhưng so vs giá thì ok",positive,positive,,positive,,,,
Đóng gói cẩn thận vỏ son cắn cápp màu lên chuẩn tôn da lắm mấy bạn da ngâm rất hợp,,,,,,positive,,positive
"Công dụng: màu lên ko chuẩn, mùi socola nhưng mk thấy hơi hóa chất sao ý
Kết cấu: nhìn khá ngắn tầm như son thỏi ý, que đánh thì bề mặt to nhưng lỏng lẻo, khó đánh
Độ bền màu: ko bền đâu nha, nhanh trôi dữ lắm=(((
Thất vọng vô cùng, thấy son mall nên cũng nghĩ ổn nhưng hàng về đúng buồn luôn, thôi thì giá này cũng chả dám đòi hỏi thêm=(",negative,negative,negative,positive,,negative,,
"Đóng gói hàng rất kĩ luôn
Chất son mịn mềm môi 
Màu bôi lên môi rất đẹp
Nên mua nha mn",,positive,,,,positive,,positive
"Son có mùi rất thơm, màu lên chuẩn, đóng gói sản phẩm rất chắc chắn",,,positive,,,positive,,positive
"Giao đúng màu ,bôi lên thấy mềm mịn ,giữ đc khá lâu,nhưng ko thích mùi cho lắm,dùng đc phù hợp vs giá tiền",positive,positive,negative,positive,,positive,neutral,
"Màu lên đúng màu. Tuy nhiên thì hơi nhanh trôi. Dùng đi chơi thì phải tô lâu lâu xíu, và chăm dặm lại",negative,,,,,positive,,
Mùi son kiểu socola thơm màu test lên tay đẹp chuẩn màu trong hình mua lần 2 rồi tuỵt zờiii,,,positive,,,positive,,
Hàng siêu xinh . Shop nhiệt tình cực kỳ . Thời gian giao cũng rất nhanh số vs dự tính . Chủ shop rất dễ  thương hình ảnh chỉ mang tính chất nhận xử. Sản phẩm tuyệt vời .,,,,,,,positive,
"Son dùng mãi quen rồi, mềm mịn và màu đẹp. Giao hàng cũng nhanh.",,positive,,,,positive,positive,
"Son rẻ mà ưng lắm luôn màu son thì toẹt vời nói chung chất lượng hơn cả mong đợi đáng mua lắm nhé mình
(Hình ảnh và vid chỉ mang tính chất nhận xu)",,,,positive,,positive,,
"[TB] Hãy cùng Bắc Giang vượt qua đại dịch Covid-19: Mua đặc sản Vải thiều Bắc Giang trực tuyến, được doanh nghiệp bưu chính chuyển đến tận nhà trong 6 đến 48 giờ sau khi thu hoạch, khắp mọi miền Tổ quốc. Chi tiết tại: http://mic.gov.vn/vaithieu",,,,,neutral,,,
"Đóng gói sản phẩm đẹp, chắn chắn, sản phẩm vẫn còn nguyên, sản phẩm rẻ tốt",,,,positive,,,,positive
"Sản phẩm đóng gói cẩn thận, chưa test nên chưa biết giữ màu được lâu k",neutral,,,,,,,
"Màu son đẹp giao hàng nhanh shop đóng gói kĩ chắc chắn, màu lên môi hơi bị tối nhưng khoảng2-3p là ok
Màu son mềm thơm mịn lắm 
Rất đáng tiền nha mn",,positive,positive,positive,,positive,positive,positive
"Độ bền màu: 8/10
Giao hàng nhanh, đóng gói cẩn thận, đập vào mắt là cái thiết kế rất đẹp, nhìn cây son sang trọng j đâu lun á, lên mà đẹp nửa, mùi thì mình k thích, ko thơm mà kỉu mùi của đất sét tụi nhỏ hay chơi",positive,,negative,,,positive,positive,
"Kết cấu: khá đặc
Độ bền màu: không bền
Thấy màu đánh lên tay thì lên, môi màu lại nghiêng về hồng hơn đỏ, màu này hợp với da trắng hơn í",negative,negative,,,,neutral,,
Giao hơi lâu nhưng sản phẩm ổn đóng gói cẩn thận ……………………:…::,,,,,,,negative,positive
"Công dụng: làm đẹp
Kết cấu: hơi khô nhưng mịn, màu đẹp
Độ bền màu: khá bền
Son xinh xỉu, giá cũng rẻ vì săn sale. Ba màu đều đẹp",positive,positive,,positive,,positive,,
Son tông đánh lên hơi sáng so với mình mong muốn chất khó bậm cho đều nhưng đánh giá khá oke về spp,,,,,,neutral,,
Làm ăn trò mèo giao thiếu hàng của khách lần này lần t2 đéo hiểu kiểu j luôn lần trc giao thiếu giả vocher lần này mua để dùng vocher nó lại giao thiếu tiếp cmn trầm cảm luôn ,,,,,,,negative,
"Màu xinh nhưng ship hàng hơi lâu, chắc do tình hình dịch bệnh. Hình ảnh mang tính chất nhận xu ạ :<",,,,,,positive,negative,
Giao hàng hơi lâu nhưng bù lại chất son mướt đánh lên tay màu chuẩn không biết lên môi thế nào,,positive,,,,positive,negative,
màu son lên rất đẹp đánh hơi khô môi mùi cam nhẹ nhẹ nói chung là nên mua,,negative,positive,,,positive,,
Hàng đẹp son đẹp à giao trong 1 tuần thoi ạ,,,,,,,positive,
"Kết cấu: đẹp
Độ bền màu: có bám môi đâu mà biết
Công dụng: đẹp
Màu đẹp, nhưng ko bám môi gì cả .",negative,positive,,,,positive,,
Sản phẩm này chất lượng bao bì đẹp chưa sử dụng nên chưa biết nhưng nhìn sản phẩm rất ưng,,,,,neutral,,,
"Oke các bạn. Xinh nhé . 12/12 săn sales giá rẻ.
Hiioooooooooo",,,,positive,,,,
"Sản phẩm tốt, màu lì, màu không thơm cho lắm đánh lên môi khá ok mọi ngườiii nên mua ạ",positive,,negative,,,neutral,,
Spham ok nha mn lên mua ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,,neutral,,,
Tuyệttttt vờiiiiii ônggg mặtttt trờiiiii luôn ạ xinh xịn mà còn rẻ nữâaaa,,,,positive,,,,
"Màu này ko kén da nha mọi người, mình khó chọn màu lắm luôn nhưng màu này mình ưng.  Sắc đỏ nhiều, cũng ít bị trôi, mùi thơm mình ko thấy hăng, giao hàng nhanh chóng, hàng chính hãng. Cái vỏ nhìn rất sang.",positive,,positive,,,positive,positive,
"Công dụng: sOn
Xinh, vỏ xinh son xinh, rất ok giao hoie lâu👍👍👍🥰🤗❤️❤️❤️❤️🤍🤍🤍✨🥺😇🥳❤️‍🔥❤️‍🔥😍☺️☺️😊👍👍👍👍👍🤍✨✨",,,,,,,negative,
"Giao đúng hàng, mẫu mã đẹp và rất okee nha, lần tới hứa sẽ ủng hộ thêm nè",,,,,,,neutral,
Công dụng: son xinh lắm nha giá rẻ nên mua jdjcivoodjfjckvkvkgnnfjciskskncncjdjdjdjcjcjjc,,,,positive,,,,
………..1232123212321232123212321233212321232124321233,,,,,neutral,,,
Đóng gói cẩn thận. Giao hàng nhanh. Màu siêu xinh lun:))😍😍😍😍,,,,,,positive,positive,positive
"Mình mua màu 403 nhìn ưng lắm lun, màu xinh xĩuu, hợp lắm lunn á",,,,,,positive,,
Đã nhận được hàng. Đóng gói sản phẩm hơi sơ sài. Giao hàng mùa dịch lâu quá. Chưa sử dụng nên chưa biết.,,,,,,,negative,negative
"Giá gốc hay flash sale thì cũng rẻ, mình mua vì muốn xả stress thui ah. Cảm giác unbox sẽ giải toả buồn phiền dù chỉ trong chốc lát hong biết có ai cảm giác như z hong 😆 còn dùng thường xuyên thì KO NÊN nhé, bạn xem thành phần son trong video trên để thấy 👆🏻👆🏻",,,,positive,,,,
"Hàng y như mẫu , bao đẹp và đánh lên mịn k đau môi , giao hàng cũng nhanh, mình khuyên mọi ng lên mua nha",,positive,,,,,positive,
son dù nước ngoài nhưng giao hàng siêu nhanh đóng gói bắt mắt đáng đồng tiền lắm lun ý cả nhà,,,,positive,,,positive,positive
"Chất son mịn có mùi hương liệu hơi nồng nên ai không thích son quá có mùi nên cân nhắc  vỏ son xin , son thỏi mịn ,",,positive,negative,,,,,
"Son mẫu mã đẹp, mùi thơm nhưng chất son hơi bột, k tệp vào môi, màu lên cũng k như ý lắm, giao hàng hơi lâu, giá rẻ nên cũng k thể kì vọng quá nhiều vào chất lượng, mình vẫn đánh giá 5 sao cho đóng gói, hình thức và mùi thơm",,negative,positive,positive,,negative,negative,positive
"Đóng gói hàng khá đẹp, nhìn xịn sò, giao hàng khá nhanh so với dự kiến :))",,,,,,,positive,
Oydufufuxosgxfugigkfufkfivkcivkfivigkcickfivifkfucjfocicifkckvivjfkvivk,,,,,neutral,,,
Son mùi thơm lâu trôi màu như hình sản phẩm tốt giá rẻ mọi người nên mua nha,positive,,positive,positive,,,,
Son thơmmmmmmm xỉuuuuu màu cũng okiiii lắmmm luoonnn í 🖤🖤🖤🖤🖤,,,positive,,,positive,,
Hàng chất lượng đóng gói cẩn thận còn tặng thêm cho mình miếng mặt nạ nữa,,,,,,,,positive
"Shop tận tâm lắm mn ạ, giao hàng nhanh , hàng chất lưongj, ủng hộ shop nhìuuuuuuuuuuuuuuuuu",,,,,,,positive,
"Son màu rất đẹp, hợp với giá tiền, đáng để mua nhaaaaaaaaaaaa",,,,positive,,positive,,
"Son lên màu siêu đẹp siêu lì. Chất son cũng mịn nữa, sẽ còn ủng hộ tiếp",positive,positive,,,,positive,,
"Sản phẩm tốt lắm nha mng 
Hình ảnh mang tính chất nhận được xuuuuu",,,,,neutral,,,
"Được recomend từ mai hương makeup 
Làm son base khá oke, cái hộp con chặt lắm mở ra muốn gãy móng",,,,,neutral,,,
"Ok lắm ạ ưng kẻ mắt kẻ dễ, mà lâu trôi lớm nè dễ kẻ cực ấy b nào học kẻ thì nên mua",,,,,neutral,,,
"Son xinh xỉu luôn nhỏ nhỏ mà thơm cực í màu lên khá đẹp ưng lắm luôn 
Hình vs vid chỉ để nhận xu",,,positive,,,positive,,
Sản phẩm đẹp chất lượng với giá tiền như vậy mình hoàn toàn ưng luôn,,,,positive,,,,
xịnnnn,,,,,neutral,,,
Son đẹp thơm mềm mịn môi,,positive,positive,,,,,
"Độ bền màu: test thử với nước thì khá khó trôi
Son xinh xỉu, hàng tận miền nam mà giao hàng còn nhanh hơn đơn mình đặt ở miền bắc 😑",positive,,,,,,positive,
"Công dụng: màu lên tay cx oke
Kết cấu: son mịn,hộp mỏng nhẹ
Độ bền màu: như mình thấy thì nó không có lì cho lắm vừa mới xoa tay là đã mất màu rồi,chì mắt cx vậy
Nchung với giá này như vậy là cx ổn rồi
Giao lâu",negative,positive,,positive,,positive,negative,
tạmmmmmmmm ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,,neutral,,,
"Nên mua nha mọi người hàng auth100% mùi thơm cực màu 25 phù hợp với mọi loại da luôn, mix với màu khác cũng rất ưng nè!!",,,positive,,,positive,,
Chất son đẹp phù hợp với giá tiền . Sẽ mua thêm vào lần sau nữa :))),,positive,,positive,,,,
Công dụng: Oke jjnjkkmkoohaijinnctgbo hịnonnji hhbjoo  h3f vgukkknnnn,,,,,neutral,,,
Sản phhaamr đẹp đóng gói cẩn thận giao hàng nhanh tuy là hàng nước ngoài,,,,,,,positive,positive
Son đẹp bôi mịn nhưng cái nắp trong cứ bị dính vào nắm son ý với giá này thì quá ổn mọi người nên mua ạ,,positive,,positive,,,,
Ảnh chỉ mang tính chất minh hoạ. Màu son chinh lắm ạ. Mua kbt đây là thỏi thứ bnh rui.,,,,,,positive,,
Rất ok bền màu dề thương jajanznxjx xjdnsmmamanxjananxjsjdn,positive,,,,,,,
"Hàng màu siêu đẹp luôn. Mùi thì thơm kinh khủng, mùi thơm kểu hoa quả ý. Rất đáng tiền nha",,,positive,positive,,positive,,
"Son mướt mịn, nhưng lên môi không đều màu cho lắm, bao bì đẹp, gói hàng chắc chắn",,positive,,,,negative,,positive
"Công dụng: màu lên đẹp
Kết cấu: đặc
Đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng nhanh. Sẽ ủng hộ shop lại",,neutral,,,,positive,positive,positive
"Là hàng oder nên giao hàng lâu, gần 10ng mới nhận đc hàng, son lì bột nhg độ bám k tốt.",negative,,,,,,negative,
Mùi socola ngọt lắm. Hậkdjdbdjdkdkdkdkdksksksmsmsmssmmsmssm,,,positive,,,,,
"Đã nhận được son, thỏi 25 Final màu hơi trầm quá ấy, hơi tiếc vì chọn nhầm màu. Được tặng kèm một thỏi xinh lắm ý.",,,,,,negative,,
"Gói hàng kĩ, vỏ hộp đẹp, son thơm nhưng hơi nồng màu lên đẹp đúng màu mình ưng ❤",,,negative,,,positive,,positive
Hàng quốc tế nhưng giao hàng nhanh 1 tuần đã nhận được hàng rồi còn được tặng miếng mặt nạ môi😚😚 cảm ơn shop,,,,,,,positive,
"Son màu đẹp mịn nhưng lỡ đặt màu không hợp với da nhưng không sao mình mix với màu khác vẫn đẹp, vận chuyển hơi lâu nữa tháng mới có, shipper nhiệt tình, sẽ ủng hộ shop thêm nữa.",,positive,,,,positive,neutral,
"Giao hàng nhanh ,son mịn mà còn thơm mùi kẹo nữa, mình mới đặt thêm 2c",,positive,positive,,,,positive,
"Son gọn nhẹ , thơm sô-cô-la, màu mịn , nhanh trôi. Nhìn chung phù hợp với giá tiền",negative,positive,positive,positive,,neutral,,
"son thơm mềm mịn lắm luôn ýyy mọi người ơiiii, màu chuẩn nhé chính hãng nè mình thích lắm luônnnnn",,positive,,,,positive,,
"Son lên màu chuẩn, đẹp, k bị khô môi, mùi cũng thơm nữa.......",,positive,positive,,,positive,,
"Đóng hàng rất cẩn thận! 
Giao hàng hơi lâu nhưng khum sao!! 
Son rất đẹp  mùi kiểu như nước cam ý nhưng mà cái vỏ bên ngoài mùi rất hăng khó ngửi. 
Mọi người nên ủng hộ shop nhé! 

...
....



.


...............
...........................................








...............cảm ơn shop nhiều ..",,,negative,,,,negative,positive
"đẹp, mịnnnnn, rất ổn ýyyyyyy❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥",,positive,,,,,,
Son vừa rẻ thơm lại càng nha cả nhà nên mua lắm nhaaaaaaaaaaaaa,,,positive,positive,,,,
"Son đánh lên màu đẹp, khá là ưngggggggggggggggggggggggggggg",,,,,,positive,,
"Son ok nhé mn, chất lượng khỏi chê luôn, màu đẹp, bôi mềm mịn lắm",,positive,,,,positive,,
"Công dụng: xài ké son bạn thấy ưng nên mua
Kết cấu: mềm
Độ bền màu: lì nhưng k hẳn là lì lắm.
Mn có thể xem xét lựa chọn",positive,positive,,,,,,
"Hình ảnh mang tchat săn sale . Chất son khá ổn ,;!;’ckfkdkfkfkfkfkdidieieoeododkdkfkkfkfkfkfjfjfkfkfkkkfkfkdk",,positive,,,,,,
"Son kem rẻ, chất son hơi bột và không dính môi mình, chắc tại môi mình không hợp, nhưng săn sale với giá này thì quá hợp lí",,negative,,positive,,,,
Sản phẩm okila nha. Shop giao hàng nhanh. Cảm ơn shop ❤️❤️❤️❤️❤️,,,,,,,positive,
"Giao hàng siêu nhanh
Đóng gói chắc chắn 
Chất lượng okkk
Giá rẻ",,,,positive,,,positive,positive
"Kết cấu: dang kem
Độ bền màu: giữ được màu khá lâu
màu đẹp lên môi chuẩn ship nhanhhh",positive,neutral,,,,positive,positive,
"Đóng gói sản phẩm cẩn thận giao hàng nhanh , săn được nên giá rẻ",,,,positive,,,positive,positive
"hàng đóng gói kĩ , mở hoài mới ra được hang nội địa nhưng râtt tin tưởng",,,,,,,,positive
Son màu đẹp giá rẻ nhưng đánh lên rất mịn mượt thơm nhẹ nhàng tôi rất ưng ý với sản phẩm này,,positive,positive,positive,,positive,,
Đẹppppppppppppppppppppppppppppppppppppppppppppppppp,,,,,neutral,,,
"Chất lượng son ... Giá học sinh 


Hehe mn rảnh qua tường e mua trị mụn và dưỡng da nạ 🥰🥰🥰🥰",,,,positive,,,,
"Son đẹp màu xinh 
Đã mua nhiều lần vs shop 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",,,,,,positive,,
"Son màu rất đẹp,chất lì oke lắm, giá rẻ đáng mua lắm nhé🥰 sản phẩm quá chất lượng",,positive,,positive,,positive,,
"đóng gói oke có chống sốc nhẹ
đúng màu son chưa text lên môi thử chỉ text lên tay thấy màu xinh 
hơi tiếc chổ phần đóng mở không có tem để đảm bảo là hàng chưa sd qua thì sẽ tốt hơn",,,,,,positive,,positive
"Chất lượng sản phẩm tốt
Đóng gói đẹp và chắc chắn
Thời gian giao hàng nhanh",,,,,,,positive,positive
Mua 2 cây son. Vỏ ngoài nhìn ưng n khi mở thì 1 cây ôk. Cây còn lại lèm lèm .Tại nó bị mất cái vỏ trắng ở đầu đựng son. Khá buồn. N thôi tiền nào của đấy. Mua rẻ pải chấp nhận. Ld mua hàng ở shop vẫn đánh giá 5*,,,,neutral,,,,
"Son mình thấy lên màu cũng được, khô nhanh lắm luôn ấy nên phải bặm môi nhanh chứ ko nó khô thành một cục luôn :)))) . Nhưng mà với giá thành nnay thì quá oke luôn rồi",,negative,,positive,,positive,,
"Son mịn mướt lên môi nhẹ kh dính bết, màu lên siêu xinh luôn ạ. Sẽ ủng hộ nhiều lầnnnnnnnn",,positive,,,,positive,,
"Lần đầu mua hàng của focallure
Mong sản phẩm sẽ phù hợp với mình",,,,,neutral,,,
